Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
8413,TechCorp,Search,Women 35-44,60 days,Email,4.788840336,4122,7.96,Seattle,English,890,20903,5,Foodies,24-05-2023
8414,Alpha Innovations,Social Media,Men 18-24,30 days,Google Ads,5.212569004,2350,505.96,"Washington, D.C.",French,2848,58141,5,Outdoor Adventurers,24-05-2023
8415,Alpha Innovations,Email,All Ages,30 days,YouTube,7.132569004,7745,320.66,San Francisco,German,6516,95551,5,Outdoor Adventurers,24-05-2023
8416,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,6.682569004,8193,165.47,New York,Spanish,4350,68298,6,Health & Wellness,24-05-2023
8417,NexGen Systems,Social Media,All Ages,15 days,YouTube,4.83568862,4315,-68.02,"Washington, D.C.",English,276,4216,6,Outdoor Adventurers,24-05-2023
8418,NexGen Systems,Email,Women 25-34,60 days,Website,5.212569004,8709,81.48,Atlanta,German,3161,64519,6,Foodies,24-05-2023
8419,Alpha Innovations,Influencer,Men 18-24,60 days,Google Ads,5.172569004,3906,-41.24,San Francisco,Spanish,459,9456,5,Health & Wellness,24-05-2023
8420,TechCorp,Display,Men 18-24,30 days,YouTube,4.551428033,9727,50.25,Dallas,English,2923,72896,6,Outdoor Adventurers,24-05-2023
8421,NexGen Systems,Influencer,Women 35-44,15 days,Email,4.692569004,4309,9.77,Seattle,Spanish,946,21620,6,Health & Wellness,24-05-2023
8422,NexGen Systems,Display,Men 25-34,45 days,YouTube,4.722569004,8866,-85.39,Dallas,French,259,5874,6,Fashionistas,24-05-2023
8423,NexGen Systems,Display,Women 25-34,45 days,Facebook,3.382569004,4061,254.96,Houston,French,2883,93935,5,Outdoor Adventurers,24-05-2023
8424,Data Tech Solutions,Influencer,Women 25-34,15 days,Website,4.509458273,6213,-80.93,New York,English,237,4776,6,Outdoor Adventurers,24-05-2023
8425,Innovate Industries,Influencer,Women 35-44,15 days,Email,3.422569004,9691,-66.05,Los Angeles,German,658,21170,6,Foodies,24-05-2023
8426,Alpha Innovations,Search,Women 35-44,45 days,Instagram,3.792569004,1279,694.76,Atlanta,Mandarin,2033,58441,6,Fashionistas,24-05-2023
8427,NexGen Systems,Social Media,Men 25-34,60 days,Instagram,4.132569004,4450,235.06,San Francisco,Spanish,2982,78063,5,Fashionistas,24-05-2023
8428,Alpha Innovations,Search,Men 25-34,15 days,Google Ads,3.612569004,8752,-39.96,Miami,Mandarin,1051,31852,5,Outdoor Adventurers,24-05-2023
8429,Innovate Industries,Email,Men 25-34,45 days,YouTube,4.782569004,3875,376.26,Chicago,Spanish,3691,82585,5,Foodies,24-05-2023
8430,NexGen Systems,Display,Women 25-34,30 days,Google Ads,4.992569004,2368,714.61,Los Angeles,French,3858,82451,5,Health & Wellness,24-05-2023
8431,Innovate Industries,Influencer,Women 25-34,45 days,Website,4.112569004,3415,-43.63,San Francisco,Mandarin,385,10141,5,Health & Wellness,24-05-2023
8432,TechCorp,Email,Men 25-34,30 days,Website,3.732569004,2900,315.86,Chicago,Spanish,2412,70527,6,Fashionistas,24-05-2023
8433,Innovate Industries,Email,Women 35-44,15 days,Facebook,5.797659944,8527,-64.7,San Francisco,English,602,16141,5,Foodies,24-05-2023
8434,Innovate Industries,Email,Men 18-24,30 days,Website,4.922569004,2263,379.23,Miami,Spanish,2169,47052,6,Foodies,24-05-2023
8435,Alpha Innovations,Email,Men 25-34,30 days,Instagram,4.732569004,5902,195.49,Houston,French,3488,78918,6,Foodies,24-05-2023
8436,Innovate Industries,Display,Women 35-44,30 days,Google Ads,5.252569004,1774,482.3,Seattle,German,2066,41839,5,Outdoor Adventurers,24-05-2023
8437,NexGen Systems,Social Media,Men 25-34,45 days,Email,3.582569004,6696,133.2,Dallas,Spanish,3123,95524,6,Foodies,24-05-2023
8438,Alpha Innovations,Email,Women 35-44,15 days,Instagram,4.922569004,5210,-66.41,Los Angeles,Spanish,350,7595,5,Health & Wellness,24-05-2023
8439,Innovate Industries,Email,Women 25-34,15 days,Instagram,5.950275361,8405,50.09,Dallas,English,2523,47790,6,Health & Wellness,24-05-2023
8440,Alpha Innovations,Influencer,All Ages,15 days,Instagram,4.082569004,9281,72.34,Chicago,German,3199,84869,5,Outdoor Adventurers,24-05-2023
8441,Innovate Industries,Search,Men 25-34,30 days,Facebook,4.682569004,8349,31.15,Houston,Mandarin,2190,50135,6,Health & Wellness,24-05-2023
8442,TechCorp,Display,Men 18-24,60 days,Email,4.602569004,2443,5.61,Atlanta,German,516,12043,6,Fashionistas,24-05-2023
8443,TechCorp,Social Media,Women 25-34,45 days,Facebook,4.362569004,4716,283.38,New York,German,3616,89306,6,Foodies,24-05-2023
8444,Alpha Innovations,Influencer,Men 18-24,30 days,Instagram,5.202201144,2158,544.35,"Washington, D.C.",English,2781,78561,5,Foodies,24-05-2023
8445,Alpha Innovations,Search,All Ages,15 days,Email,3.502569004,6951,-26.13,Atlanta,German,1027,32196,6,Tech Enthusiasts,24-05-2023
8446,Innovate Industries,Influencer,Men 25-34,60 days,Google Ads,5.992569004,6432,287.83,Miami,German,4989,87840,5,Tech Enthusiasts,24-05-2023
8447,TechCorp,Email,All Ages,15 days,Website,4.762569004,4721,356.58,Dallas,French,4311,96884,6,Tech Enthusiasts,24-05-2023
8448,Innovate Industries,Display,Men 25-34,45 days,Instagram,4.812569004,2989,454.7,Chicago,German,3316,73700,6,Fashionistas,24-05-2023
8449,Alpha Innovations,Display,Men 18-24,15 days,Google Ads,5.512569004,9026,-88.48,Dallas,Mandarin,208,4001,6,Outdoor Adventurers,24-05-2023
8450,Alpha Innovations,Search,Women 25-34,30 days,Google Ads,4.362569004,8342,3.63,New York,French,1729,42706,5,Health & Wellness,24-05-2023
8451,TechCorp,Email,Men 25-34,30 days,Facebook,4.572569004,3486,149.57,Dallas,French,1740,40846,5,Health & Wellness,24-05-2023
8452,Alpha Innovations,Display,All Ages,30 days,YouTube,4.962569004,9467,-30.6,New York,Spanish,1314,28275,5,Outdoor Adventurers,24-05-2023
8453,Data Tech Solutions,Display,Men 25-34,30 days,YouTube,5.042569004,4047,61.23,Houston,German,1305,27604,6,Fashionistas,24-05-2023
8454,Alpha Innovations,Email,All Ages,30 days,YouTube,3.452569004,3496,335.93,"Washington, D.C.",French,3048,97087,5,Health & Wellness,24-05-2023
8455,Innovate Industries,Email,Men 18-24,30 days,YouTube,4.522965414,5471,200.95,Atlanta,English,3293,56019,6,Health & Wellness,24-05-2023
8456,NexGen Systems,Display,All Ages,15 days,YouTube,5.508780973,5550,-28.56,San Francisco,English,793,16887,5,Tech Enthusiasts,24-05-2023
8457,NexGen Systems,Search,All Ages,30 days,Google Ads,5.282569004,9057,-78.8,Houston,Spanish,384,7739,5,Fashionistas,24-05-2023
8458,Data Tech Solutions,Social Media,Men 25-34,30 days,Facebook,5.872569004,5243,238.83,Los Angeles,German,3553,63920,5,Outdoor Adventurers,24-05-2023
8459,Data Tech Solutions,Email,All Ages,30 days,YouTube,3.982569004,4149,56.06,San Francisco,German,1295,35309,6,Outdoor Adventurers,24-05-2023
8460,Data Tech Solutions,Search,Women 25-34,60 days,YouTube,4.362569004,6979,156.05,Houston,Spanish,3574,88264,6,Foodies,24-05-2023
8461,Alpha Innovations,Display,Men 25-34,45 days,Email,5.052569004,6153,200.75,San Francisco,German,3701,78085,6,Foodies,24-05-2023
8462,Innovate Industries,Search,Women 25-34,30 days,Website,4.157882346,4904,112.48,Miami,German,2084,54431,6,Outdoor Adventurers,25-05-2023
8463,NexGen Systems,Social Media,Men 25-34,30 days,Email,4.144870991,8239,99.84,New York,English,3293,77123,5,Tech Enthusiasts,25-05-2023
8464,Data Tech Solutions,Social Media,Men 18-24,15 days,YouTube,3.187882346,2334,259.04,New York,Spanish,1676,58606,5,Tech Enthusiasts,25-05-2023
8465,Innovate Industries,Influencer,Women 25-34,30 days,Website,5.596946529,3035,10.87,Dallas,English,673,26728,6,Health & Wellness,25-05-2023
8466,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,5.237882346,5056,-59.85,Miami,Spanish,406,8277,6,Outdoor Adventurers,25-05-2023
8467,TechCorp,Display,Men 18-24,60 days,Website,3.717882346,5866,181.03,San Francisco,German,3297,97258,6,Foodies,25-05-2023
8468,Innovate Industries,Social Media,All Ages,15 days,Google Ads,3.907882346,6508,-81.02,"Washington, D.C.",German,247,6903,6,Tech Enthusiasts,25-05-2023
8469,Innovate Industries,Social Media,Women 35-44,30 days,Google Ads,4.537882346,8142,-4.08,Atlanta,Spanish,1562,37112,5,Health & Wellness,25-05-2023
8470,NexGen Systems,Display,Men 25-34,30 days,Facebook,3.157882346,5264,48.56,Seattle,French,1564,55293,5,Tech Enthusiasts,25-05-2023
8471,NexGen Systems,Influencer,All Ages,45 days,Facebook,2.917882346,4311,161.77,San Francisco,Spanish,2257,87159,5,Health & Wellness,25-05-2023
8472,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,4.964879852,3857,212.55,Houston,English,2411,61997,5,Fashionistas,25-05-2023
8473,Data Tech Solutions,Social Media,Women 25-34,30 days,Email,3.397882346,5204,-73.48,Seattle,German,276,9014,6,Fashionistas,25-05-2023
8474,Data Tech Solutions,Display,All Ages,30 days,Website,4.634677865,3922,63.95,Chicago,English,1286,28023,6,Tech Enthusiasts,25-05-2023
8475,Data Tech Solutions,Email,All Ages,45 days,Facebook,4.887882346,9501,-7.01,Dallas,Spanish,1767,38754,5,Fashionistas,25-05-2023
8476,Data Tech Solutions,Social Media,Women 25-34,45 days,Email,2.937882346,3766,-30.83,Dallas,Mandarin,521,19973,6,Fashionistas,25-05-2023
8477,Data Tech Solutions,Influencer,Men 18-24,15 days,Instagram,4.727882346,7137,188.15,Miami,Spanish,4113,93478,5,Fashionistas,25-05-2023
8478,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,5.613268653,7922,9.76,San Francisco,English,1739,63497,5,Health & Wellness,25-05-2023
8479,TechCorp,Social Media,Men 25-34,30 days,Facebook,3.347882346,1705,299.12,Houston,French,1361,45082,6,Health & Wellness,25-05-2023
8480,Data Tech Solutions,Social Media,Women 25-34,30 days,Facebook,5.117882346,9590,-40.15,Los Angeles,French,1148,23979,6,Tech Enthusiasts,25-05-2023
8481,TechCorp,Search,All Ages,45 days,Website,5.977882346,3992,48.8,New York,French,1188,21039,5,Fashionistas,25-05-2023
8482,TechCorp,Search,Men 25-34,30 days,Email,3.927882346,9745,-43.15,New York,German,1108,30779,5,Tech Enthusiasts,25-05-2023
8483,Data Tech Solutions,Search,Men 25-34,30 days,Website,5.597882346,3186,91.62,New York,German,1221,23171,6,Foodies,25-05-2023
8484,Innovate Industries,Influencer,All Ages,30 days,Email,5.920226005,2769,479.27,Atlanta,English,3208,69749,6,Foodies,25-05-2023
8485,TechCorp,Search,Women 35-44,30 days,YouTube,3.957882346,7207,-2.32,Los Angeles,French,1408,38806,6,Foodies,25-05-2023
8486,Alpha Innovations,Display,Men 25-34,45 days,Instagram,4.007882346,8698,41.76,Seattle,German,2466,67022,6,Fashionistas,25-05-2023
8487,Alpha Innovations,Influencer,Men 25-34,30 days,Website,5.777882346,9835,69.09,"Washington, D.C.",Spanish,3326,61039,5,Foodies,25-05-2023
8488,NexGen Systems,Display,Women 25-34,15 days,Website,5.297882346,4145,104.95,New York,German,1699,34194,6,Foodies,25-05-2023
8489,NexGen Systems,Search,Women 25-34,15 days,Google Ads,3.467882346,4260,-12.21,"Washington, D.C.",German,748,23827,5,Fashionistas,25-05-2023
8490,Innovate Industries,Search,All Ages,30 days,Email,4.574403048,8187,132.32,Dallas,English,3804,68679,5,Tech Enthusiasts,25-05-2023
8491,Data Tech Solutions,Display,Men 25-34,15 days,Email,4.418362575,7788,89.97,Atlanta,English,2959,90784,6,Fashionistas,25-05-2023
8492,Innovate Industries,Search,Men 25-34,45 days,Email,5.690007972,4485,-72.91,Atlanta,English,243,7307,5,Tech Enthusiasts,25-05-2023
8493,NexGen Systems,Search,All Ages,30 days,Email,3.347882346,8029,30.46,Houston,French,2095,69384,5,Tech Enthusiasts,25-05-2023
8494,NexGen Systems,Search,Women 35-44,45 days,YouTube,4.402041798,1430,213.64,Houston,English,897,25288,5,Outdoor Adventurers,25-05-2023
8495,TechCorp,Social Media,All Ages,30 days,Email,5.287882346,3647,468.28,Miami,French,4145,83569,5,Tech Enthusiasts,25-05-2023
8496,TechCorp,Display,Men 25-34,30 days,Instagram,4.433720935,5040,-87.2,Dallas,English,129,2188,6,Foodies,25-05-2023
8497,TechCorp,Email,Men 25-34,15 days,Website,5.407882346,7821,-58.96,Dallas,Spanish,642,12647,6,Health & Wellness,25-05-2023
8498,NexGen Systems,Email,Men 18-24,45 days,Instagram,4.018486849,3288,408.36,Los Angeles,English,3343,51203,5,Health & Wellness,25-05-2023
8499,Innovate Industries,Display,Women 25-34,45 days,YouTube,5.871195465,3452,-86.96,Los Angeles,English,90,1815,5,Fashionistas,25-05-2023
8500,NexGen Systems,Social Media,Women 25-34,15 days,Google Ads,4.451807963,4374,252.99,"Washington, D.C.",English,3088,46933,6,Outdoor Adventurers,25-05-2023
8501,Alpha Innovations,Influencer,Men 25-34,45 days,Email,5.187882346,8727,44.55,"Washington, D.C.",Mandarin,2523,51916,6,Tech Enthusiasts,25-05-2023
8502,NexGen Systems,Social Media,Women 35-44,30 days,YouTube,5.613442471,2275,201.54,Los Angeles,English,1372,31191,6,Fashionistas,25-05-2023
8503,NexGen Systems,Display,Men 25-34,45 days,YouTube,6.547882346,5956,338.47,Houston,Spanish,5223,83985,6,Fashionistas,25-05-2023
8504,Alpha Innovations,Display,Men 25-34,45 days,Facebook,5.377882346,3775,294.17,Dallas,French,2976,58940,5,Foodies,25-05-2023
8505,NexGen Systems,Influencer,Women 25-34,15 days,Google Ads,5.270654906,4925,219.7,New York,English,3149,54294,6,Outdoor Adventurers,25-05-2023
8506,Data Tech Solutions,Email,Women 35-44,15 days,Google Ads,5.467882346,2341,-43.83,Dallas,French,263,5133,6,Tech Enthusiasts,25-05-2023
8507,TechCorp,Search,Men 18-24,30 days,Google Ads,7.277882346,9178,-23.35,Seattle,French,1407,20247,5,Tech Enthusiasts,25-05-2023
8508,Innovate Industries,Influencer,Men 18-24,30 days,Facebook,4.577882346,5087,-37.09,Miami,German,640,15064,6,Outdoor Adventurers,25-05-2023
8509,Innovate Industries,Influencer,Women 25-34,30 days,Instagram,6.567882346,3226,129.08,"Washington, D.C.",German,1478,23700,5,Tech Enthusiasts,25-05-2023
8510,NexGen Systems,Email,Men 18-24,60 days,Google Ads,4.109619268,2195,-33.94,Chicago,English,290,6640,6,Fashionistas,25-05-2023
8511,Data Tech Solutions,Search,Women 25-34,30 days,YouTube,5.857882346,8796,39.89,Chicago,Spanish,2461,44518,5,Tech Enthusiasts,25-05-2023
8512,TechCorp,Display,Women 35-44,15 days,Email,4.897882346,5660,67.58,Houston,German,1897,41519,5,Outdoor Adventurers,25-05-2023
8513,NexGen Systems,Email,Men 18-24,30 days,YouTube,3.587882346,6726,5.63,Houston,Spanish,1421,43617,6,Fashionistas,25-05-2023
8514,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,4.657882346,9888,111.06,San Francisco,French,4174,96404,6,Outdoor Adventurers,25-05-2023
8515,Alpha Innovations,Social Media,Men 18-24,45 days,Website,3.817882346,9128,-42.98,Dallas,German,1041,29849,5,Fashionistas,25-05-2023
8516,Innovate Industries,Influencer,Women 25-34,30 days,Email,5.699305788,1645,562.92,New York,English,2181,71057,5,Outdoor Adventurers,25-05-2023
8517,Innovate Industries,Social Media,Men 25-34,30 days,Instagram,4.007882346,9327,-95.39,Atlanta,French,86,2337,5,Foodies,25-05-2023
8518,NexGen Systems,Email,All Ages,30 days,Website,4.397882346,2151,287.26,Houston,Mandarin,1666,40934,5,Tech Enthusiasts,25-05-2023
8519,Data Tech Solutions,Display,Men 18-24,30 days,Website,4.092993688,1012,1210.77,Houston,English,2653,78961,5,Health & Wellness,25-05-2023
8520,Alpha Innovations,Search,All Ages,30 days,Facebook,3.397882346,9492,-35.1,Atlanta,German,1232,40142,5,Tech Enthusiasts,25-05-2023
8521,NexGen Systems,Display,All Ages,30 days,Email,4.627882346,1562,134.64,Miami,Spanish,733,17063,5,Outdoor Adventurers,25-05-2023
8522,TechCorp,Display,Women 35-44,15 days,Email,4.528440538,2650,532.83,Chicago,English,3354,98648,5,Tech Enthusiasts,25-05-2023
8523,Innovate Industries,Search,Men 25-34,30 days,Website,5.307882346,1554,1028.7,Atlanta,German,3508,70457,5,Foodies,25-05-2023
8524,Innovate Industries,Social Media,Men 18-24,30 days,Facebook,5.007882346,6824,148.39,Los Angeles,Mandarin,3390,72444,6,Health & Wellness,25-05-2023
8525,Alpha Innovations,Social Media,Women 25-34,30 days,Website,3.487882346,7369,-24.48,Dallas,Mandarin,1113,35246,6,Outdoor Adventurers,25-05-2023
8526,Data Tech Solutions,Search,Women 25-34,30 days,Google Ads,5.651749394,6659,22.24,Atlanta,English,1628,46391,5,Foodies,25-05-2023
8527,Data Tech Solutions,Display,All Ages,15 days,Google Ads,4.687882346,1220,1189.75,Houston,Spanish,3147,72181,5,Outdoor Adventurers,25-05-2023
8528,NexGen Systems,Email,Women 35-44,30 days,Website,4.767882346,1367,1019.6,Dallas,Spanish,3061,68953,5,Tech Enthusiasts,25-05-2023
8529,Innovate Industries,Influencer,All Ages,15 days,Email,3.367882346,5549,38.04,"Washington, D.C.",Spanish,1532,50422,6,Fashionistas,25-05-2023
8530,NexGen Systems,Social Media,Women 25-34,30 days,Instagram,4.722553299,6272,3.71,New York,English,1301,39198,5,Tech Enthusiasts,25-05-2023
8531,Innovate Industries,Search,Women 35-44,60 days,Email,4.487882346,9898,0.07,Miami,Mandarin,1981,47622,6,Health & Wellness,25-05-2023
8532,Data Tech Solutions,Social Media,Men 25-34,15 days,YouTube,4.697882346,3792,183.1,Dallas,Mandarin,2147,49147,5,Tech Enthusiasts,25-05-2023
8533,Data Tech Solutions,Search,Men 18-24,30 days,Facebook,5.807882346,5412,-23.32,Dallas,French,830,15148,6,Outdoor Adventurers,25-05-2023
8534,Data Tech Solutions,Influencer,Women 25-34,45 days,Email,5.687882346,5045,370.47,San Francisco,French,4747,88565,5,Tech Enthusiasts,25-05-2023
8535,Innovate Industries,Display,Women 35-44,30 days,Google Ads,5.077882346,8875,-17.69,Miami,German,1461,30777,5,Health & Wellness,25-05-2023
8536,NexGen Systems,Email,Men 25-34,45 days,Facebook,5.737882346,6926,-52.64,Los Angeles,French,656,12139,5,Foodies,25-05-2023
8537,TechCorp,Email,All Ages,15 days,Google Ads,5.457882346,2565,473.29,San Francisco,Mandarin,2941,57332,6,Outdoor Adventurers,25-05-2023
8538,NexGen Systems,Social Media,Men 25-34,15 days,Email,4.327882346,7629,146.56,Chicago,French,3762,94065,5,Outdoor Adventurers,25-05-2023
8539,TechCorp,Display,Women 35-44,30 days,Facebook,3.867882346,1303,940.68,Chicago,German,2712,76630,6,Foodies,25-05-2023
8540,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,3.967882346,7851,29.16,New York,Mandarin,2028,55741,5,Health & Wellness,25-05-2023
8541,TechCorp,Influencer,Women 25-34,30 days,Email,5.461899534,1434,1744.14,Dallas,English,5289,89960,5,Foodies,25-05-2023
8542,TechCorp,Display,Women 35-44,30 days,Website,4.203575614,5977,184.76,Atlanta,English,3404,62927,5,Outdoor Adventurers,25-05-2023
8543,Data Tech Solutions,Email,Women 25-34,30 days,Facebook,5.862830313,7771,-29.61,Atlanta,English,1094,35303,5,Fashionistas,25-05-2023
8544,Data Tech Solutions,Influencer,Men 25-34,15 days,Email,4.817882346,4801,5.39,"Washington, D.C.",Spanish,1012,22541,6,Tech Enthusiasts,25-05-2023
8545,NexGen Systems,Email,All Ages,30 days,Facebook,4.597882346,5655,146.15,Atlanta,Mandarin,2784,65205,6,Foodies,25-05-2023
8546,TechCorp,Social Media,Men 25-34,45 days,Google Ads,3.166196412,4405,-68.79,San Francisco,German,275,9269,5,Health & Wellness,26-05-2023
8547,NexGen Systems,Social Media,Women 25-34,30 days,Google Ads,5.945756728,6337,232.97,New York,English,4220,91553,5,Foodies,26-05-2023
8548,Alpha Innovations,Email,Women 25-34,45 days,Instagram,2.486196412,3058,-15.63,Dallas,Mandarin,516,22540,6,Foodies,26-05-2023
8549,TechCorp,Search,Women 25-34,15 days,Facebook,5.243082744,9920,117.04,Dallas,English,4306,93829,6,Tech Enthusiasts,26-05-2023
8550,NexGen Systems,Influencer,All Ages,15 days,Website,4.266196412,8932,5.24,New York,Spanish,1880,46216,6,Tech Enthusiasts,26-05-2023
8551,TechCorp,Display,Men 25-34,30 days,Website,4.746196412,9729,-39.36,Los Angeles,German,1180,25948,5,Tech Enthusiasts,26-05-2023
8552,Alpha Innovations,Search,Men 18-24,30 days,Website,3.116196412,5547,-89,Los Angeles,Mandarin,122,4185,5,Foodies,26-05-2023
8553,Data Tech Solutions,Social Media,Women 35-44,15 days,Google Ads,4.91433669,3665,172.44,New York,English,1997,72391,5,Fashionistas,26-05-2023
8554,Innovate Industries,Email,Men 18-24,30 days,Google Ads,2.296196412,9247,0.84,San Francisco,Spanish,1865,88841,6,Tech Enthusiasts,26-05-2023
8555,Innovate Industries,Email,Men 18-24,15 days,YouTube,5.383188956,8945,24.65,Chicago,English,2230,70594,6,Tech Enthusiasts,26-05-2023
8556,TechCorp,Social Media,Women 25-34,60 days,Email,4.386978548,2555,367.32,Atlanta,English,2388,63175,5,Tech Enthusiasts,26-05-2023
8557,Alpha Innovations,Display,Women 35-44,15 days,YouTube,2.596196412,6880,-56.47,Houston,Spanish,599,24985,6,Fashionistas,26-05-2023
8558,NexGen Systems,Search,Women 35-44,45 days,Website,3.286196412,1814,670.67,Chicago,French,2796,90509,5,Foodies,26-05-2023
8559,Alpha Innovations,Social Media,All Ages,30 days,Email,4.763771546,2661,110.26,New York,English,1119,41782,6,Health & Wellness,26-05-2023
8560,Data Tech Solutions,Influencer,Women 35-44,30 days,Google Ads,2.896196412,3189,57.73,Miami,French,1006,37285,5,Fashionistas,26-05-2023
8561,Innovate Industries,Email,Women 25-34,30 days,Website,3.176196412,2924,200.44,Chicago,German,1757,58968,5,Foodies,26-05-2023
8562,Data Tech Solutions,Social Media,Women 35-44,45 days,Instagram,4.636196412,3764,89.29,Atlanta,German,1425,32105,6,Foodies,26-05-2023
8563,Innovate Industries,Email,All Ages,45 days,Instagram,4.486196412,9233,-55.81,New York,Mandarin,816,19036,5,Fashionistas,26-05-2023
8564,NexGen Systems,Social Media,All Ages,30 days,Email,3.676196412,6829,21.98,Seattle,Spanish,1666,47882,5,Foodies,26-05-2023
8565,Innovate Industries,Influencer,Men 18-24,30 days,Google Ads,4.636196412,6274,90.07,Atlanta,German,2385,53723,6,Health & Wellness,26-05-2023
8566,Alpha Innovations,Email,Women 25-34,60 days,Website,4.810061249,6308,100.38,Chicago,English,2528,54969,5,Outdoor Adventurers,26-05-2023
8567,Data Tech Solutions,Social Media,Women 35-44,45 days,YouTube,5.003492287,9955,-36.56,Miami,English,1263,34418,5,Outdoor Adventurers,26-05-2023
8568,Data Tech Solutions,Social Media,Women 35-44,45 days,Instagram,5.364812564,8130,101.11,New York,English,3270,64386,6,Tech Enthusiasts,26-05-2023
8569,Data Tech Solutions,Display,Women 35-44,30 days,Instagram,5.296196412,8637,-62.43,"Washington, D.C.",German,649,12738,5,Foodies,26-05-2023
8570,NexGen Systems,Search,Women 25-34,45 days,Instagram,5.536196412,2627,400.95,New York,French,2632,49300,5,Tech Enthusiasts,26-05-2023
8571,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,3.796196412,4992,101.32,Seattle,German,2010,55861,6,Outdoor Adventurers,26-05-2023
8572,TechCorp,Search,All Ages,45 days,Instagram,4.666196412,4124,387.75,Seattle,Spanish,4023,90016,5,Foodies,26-05-2023
8573,TechCorp,Influencer,Women 35-44,30 days,Email,6.166196412,9244,170.07,"Washington, D.C.",Spanish,4993,83635,5,Outdoor Adventurers,26-05-2023
8574,Innovate Industries,Email,Women 25-34,30 days,Instagram,4.126196412,9547,99.91,Seattle,French,3817,97144,5,Health & Wellness,26-05-2023
8575,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,5.796196412,5021,42.2,San Francisco,Spanish,1428,25509,6,Outdoor Adventurers,26-05-2023
8576,Alpha Innovations,Email,Men 25-34,30 days,Google Ads,4.670314251,1396,483.09,Miami,English,1628,52862,6,Outdoor Adventurers,26-05-2023
8577,Data Tech Solutions,Search,Men 18-24,30 days,Google Ads,4.226196412,3757,257.33,Atlanta,German,2685,66638,5,Outdoor Adventurers,26-05-2023
8578,Data Tech Solutions,Email,All Ages,45 days,Email,4.826196412,9135,-69.29,Dallas,Spanish,561,12125,5,Foodies,26-05-2023
8579,NexGen Systems,Search,All Ages,15 days,Google Ads,4.246196412,8935,-51.09,"Washington, D.C.",German,874,21584,6,Foodies,26-05-2023
8580,Innovate Industries,Display,All Ages,30 days,Website,4.4220364,7113,83.54,Houston,English,2611,43315,5,Tech Enthusiasts,26-05-2023
8581,NexGen Systems,Display,Women 25-34,30 days,Website,4.926196412,1890,1118.78,"Washington, D.C.",Mandarin,4607,97418,5,Outdoor Adventurers,26-05-2023
8582,Alpha Innovations,Search,Women 35-44,30 days,Website,5.615406569,8072,-36.94,Houston,English,1018,21262,6,Tech Enthusiasts,26-05-2023
8583,NexGen Systems,Influencer,Women 25-34,60 days,Instagram,5.316196412,3480,258.48,"Washington, D.C.",Spanish,2495,48737,6,Tech Enthusiasts,26-05-2023
8584,NexGen Systems,Display,Men 25-34,45 days,Instagram,5.529997385,1626,251.48,"Washington, D.C.",English,1143,17818,5,Tech Enthusiasts,26-05-2023
8585,NexGen Systems,Display,Men 25-34,45 days,Website,5.866196412,8398,42.89,Los Angeles,Spanish,2400,42342,6,Fashionistas,26-05-2023
8586,Data Tech Solutions,Influencer,Men 18-24,30 days,Google Ads,6.846196412,9794,22.68,Houston,German,2403,36149,5,Outdoor Adventurers,26-05-2023
8587,Alpha Innovations,Search,Women 35-44,60 days,Google Ads,4.736196412,4429,253.8,Chicago,Spanish,3134,69035,6,Tech Enthusiasts,26-05-2023
8588,Alpha Innovations,Email,Men 25-34,15 days,Website,5.696196412,2426,432.77,Dallas,German,2585,47004,6,Foodies,26-05-2023
8589,TechCorp,Display,All Ages,45 days,Instagram,4.406196412,7535,151.69,Los Angeles,French,3793,90112,6,Fashionistas,26-05-2023
8590,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,5.834561177,1982,727.7,Seattle,English,3281,70429,6,Tech Enthusiasts,26-05-2023
8591,NexGen Systems,Search,Women 25-34,30 days,Instagram,5.659313337,7592,150.86,Houston,English,3809,87166,5,Tech Enthusiasts,26-05-2023
8592,Alpha Innovations,Email,Men 25-34,30 days,Email,4.45728072,9667,131.72,Miami,English,4480,65024,6,Fashionistas,26-05-2023
8593,NexGen Systems,Display,Men 18-24,15 days,Email,4.790126466,8291,-94.15,Miami,English,97,1899,5,Outdoor Adventurers,26-05-2023
8594,Data Tech Solutions,Search,Men 18-24,30 days,Instagram,5.296196412,7294,-84.1,Seattle,French,232,4564,6,Health & Wellness,26-05-2023
8595,TechCorp,Social Media,Men 25-34,30 days,Google Ads,4.916196412,4198,304.72,Los Angeles,Spanish,3398,72009,6,Fashionistas,26-05-2023
8596,TechCorp,Search,Men 25-34,45 days,Instagram,3.996196412,3165,342.18,Atlanta,German,2799,73668,6,Tech Enthusiasts,26-05-2023
